RUS_absolute_monarchy;Russian Empire;Russian Empire;Russian Empire;Russian Empire;Russian Empire;;;;;;;;;
RUS_hms_government;Russian Empire;Russian Empire;Russian Empire;Russian Empire;Russian Empire;;;;;;;;;
RUS_prussian_constitutionalism;Russian Empire;Russian Empire;Russian Empire;Russian Empire;Russian Empire;;;;;;;;;
LNE;Luneburg;Luneburg;Luneburg;Luneburg;Luneburg;;;;;;;;;
LNE_ADJ;Luneburgian;;;;;;;;;;;;;
LNE_absolute_monarchy;Luneburg;Luneburg;Luneburg;Luneburg;Luneburg;;;;;;;;;
LNE_prussian_constitutionalism;Luneburg;Luneburg;Luneburg;Luneburg;Luneburg;;;;;;;;;
LNE_hms_government;Luneburg;Luneburg;Luneburg;Luneburg;Luneburg;;;;;;;;;
LNE_presidential_dictatorship;Luneburg;Luneburg;Luneburg;Luneburg;Luneburg;;;;;;;;;
LNE_democracy;Luneburg;Luneburg;Luneburg;Luneburg;Luneburg;;;;;;;;;
LNE_proletarian_dictatorship;Luneburg;Luneburg;Luneburg;Luneburg;Luneburg;;;;;;;;;
WUL;Wurzburg;Wurzburg;Wurzburg;Wurzburg;Wurzburg;;;;;;;;;
WUL_ADJ;Wurzburgian;;;;;;;;;;;;;
WUL_absolute_monarchy;Wurzburg;Wurzburg;Wurzburg;Wurzburg;Wurzburg;;;;;;;;;
WUL_prussian_constitutionalism;Wurzburg;Wurzburg;Wurzburg;Wurzburg;Wurzburg;;;;;;;;;
WUL_hms_government;Wurzburg;Wurzburg;Wurzburg;Wurzburg;Wurzburg;;;;;;;;;
WUL_presidential_dictatorship;Wurzburg;Wurzburg;Wurzburg;Wurzburg;Wurzburg;;;;;;;;;
WUL_democracy;Wurzburg;Wurzburg;Wurzburg;Wurzburg;Wurzburg;;;;;;;;;
WUL_proletarian_dictatorship;Wurzburg;Wurzburg;Wurzburg;Wurzburg;Wurzburg;;;;;;;;;
WUL_theocracy;Prince-Bishopric of Wurzburg;Wurzburg;Wurzburg;Wurzburg;Wurzburg;;;;;;;;;
AUG;Augsburg;Augsburg;Augsburg;Augsburg;Augsburg;;;;;;;;;
AUG_ADJ;Augsburgian;;;;;;;;;;;;;
AUG_absolute_monarchy;Augsburg;Augsburg;Augsburg;Augsburg;Augsburg;;;;;;;;;
AUG_prussian_constitutionalism;Augsburg;Augsburg;Augsburg;Augsburg;Augsburg;;;;;;;;;
AUG_hms_government;Augsburg;Augsburg;Augsburg;Augsburg;Augsburg;;;;;;;;;
AUG_presidential_dictatorship;Augsburg;Augsburg;Augsburg;Augsburg;Augsburg;;;;;;;;;
AUG_democracy;Augsburg;Augsburg;Augsburg;Augsburg;Augsburg;;;;;;;;;
AUG_proletarian_dictatorship;Augsburg;Augsburg;Augsburg;Augsburg;Augsburg;;;;;;;;;
RAV;Ravensburg;Ravensburg;Ravensburg;Ravensburg;Ravensburg;;;;;;;;;
RAV_ADJ;Ravensburgian;;;;;;;;;;;;;
RAV_absolute_monarchy;Ravensburg;Ravensburg;Ravensburg;Ravensburg;Ravensburg;;;;;;;;;
RAV_prussian_constitutionalism;Ravensburg;Ravensburg;Ravensburg;Ravensburg;Ravensburg;;;;;;;;;
RAV_hms_government;Ravensburg;Ravensburg;Ravensburg;Ravensburg;Ravensburg;;;;;;;;;
RAV_presidential_dictatorship;Ravensburg;Ravensburg;Ravensburg;Ravensburg;Ravensburg;;;;;;;;;
RAV_democracy;Ravensburg;Ravensburg;Ravensburg;Ravensburg;Ravensburg;;;;;;;;;
RAV_proletarian_dictatorship;Ravensburg;Ravensburg;Ravensburg;Ravensburg;Ravensburg;;;;;;;;;
ANS;Ansbach;Ansbach;Ansbach;Ansbach;Ansbach;;;;;;;;;
ANS_ADJ;Ansbachian;;;;;;;;;;;;;
ANS_absolute_monarchy;Ansbach;Ansbach;Ansbach;Ansbach;Ansbach;;;;;;;;;
ANS_prussian_constitutionalism;Ansbach;Ansbach;Ansbach;Ansbach;Ansbach;;;;;;;;;
ANS_hms_government;Ansbach;Ansbach;Ansbach;Ansbach;Ansbach;;;;;;;;;
ANS_presidential_dictatorship;Ansbach;Ansbach;Ansbach;Ansbach;Ansbach;;;;;;;;;
ANS_democracy;Ansbach;Ansbach;Ansbach;Ansbach;Ansbach;;;;;;;;;
ANS_proletarian_dictatorship;Ansbach;Ansbach;Ansbach;Ansbach;Ansbach;;;;;;;;;
THU;Thuringia;Thuringia;Thuringia;Thuringia;Thuringia;;;;;;;;;
THU_ADJ;Thuringian;;;;;;;;;;;;;
THU_absolute_monarchy;Thuringia;Thuringia;Thuringia;Thuringia;Thuringia;;;;;;;;;
THU_prussian_constitutionalism;Thuringia;Thuringia;Thuringia;Thuringia;Thuringia;;;;;;;;;
THU_hms_government;Thuringia;Thuringia;Thuringia;Thuringia;Thuringia;;;;;;;;;
THU_presidential_dictatorship;Thuringia;Thuringia;Thuringia;Thuringia;Thuringia;;;;;;;;;
THU_democracy;Thuringia;Thuringia;Thuringia;Thuringia;Thuringia;;;;;;;;;
THU_proletarian_dictatorship;Thuringia;Thuringia;Thuringia;Thuringia;Thuringia;;;;;;;;;
EFR;East Frisia;East Frisia;East Frisia;East Frisia;East Frisia;;;;;;;;;
EFR_ADJ;East Frisian;;;;;;;;;;;;;
EFR_absolute_monarchy;Friesland;East Frisia;East Frisia;East Frisia;East Frisia;;;;;;;;;
EFR_prussian_constitutionalism;East Frisia;East Frisia;East Frisia;East Frisia;East Frisia;;;;;;;;;
EFR_hms_government;East Frisia;East Frisia;East Frisia;East Frisia;East Frisia;;;;;;;;;
EFR_presidential_dictatorship;East Frisia;East Frisia;East Frisia;East Frisia;East Frisia;;;;;;;;;
EFR_democracy;East Frisia;East Frisia;East Frisia;East Frisia;East Frisia;;;;;;;;;
EFR_proletarian_dictatorship;East Frisia;East Frisia;East Frisia;East Frisia;East Frisia;;;;;;;;;
SAL;Salzburg;Salzburg;Salzburg;Salzburg;Salzburg;;;;;;;;;
SAL_ADJ;Salzburgian;;;;;;;;;;;;;
SAL_absolute_monarchy;Duchy of Salzburg;Salzburg;Salzburg;Salzburg;Salzburg;;;;;;;;;
SAL_prussian_constitutionalism;Salzburg;Salzburg;Salzburg;Salzburg;Salzburg;;;;;;;;;
SAL_hms_government;Salzburg;Salzburg;Salzburg;Salzburg;Salzburg;;;;;;;;;
SAL_presidential_dictatorship;Salzburg;Salzburg;Salzburg;Salzburg;Salzburg;;;;;;;;;
SAL_democracy;Salzburg;Salzburg;Salzburg;Salzburg;Salzburg;;;;;;;;;
SAL_proletarian_dictatorship;Salzburg;Salzburg;Salzburg;Salzburg;Salzburg;;;;;;;;;
SAL_theocracy;Prince-Archbishopric of Salzburg;Salzburg;Salzburg;Salzburg;Salzburg;;;;;;;;;
KOL;Cologne;Cologne;Cologne;Cologne;Cologne;;;;;;;;;
KOL_ADJ;Colognian;;;;;;;;;;;;;
KOL_absolute_monarchy;Cologne;Cologne;Cologne;Cologne;Cologne;;;;;;;;;
KOL_hms_government;Cologne;Cologne;Cologne;Cologne;Cologne;;;;;;;;;
KOL_presidential_dictatorship;Cologne;Cologne;Cologne;Cologne;Cologne;;;;;;;;;
KOL_democracy;Cologne;Cologne;Cologne;Cologne;Cologne;;;;;;;;;
KOL_proletarian_dictatorship;Cologne;Cologne;Cologne;Cologne;Cologne;;;;;;;;;
ULM;Ulm;Ulm;Ulm;Ulm;Ulm;;;;;;;;;
ULM_ADJ;Ulmer;;;;;;;;;;;;;
ULM_absolute_monarchy;Ulm;Ulm;Ulm;Ulm;Ulm;;;;;;;;;
ULM_prussian_constitutionalism;Ulm;Ulm;Ulm;Ulm;Ulm;;;;;;;;;
ULM_hms_government;Ulm;Ulm;Ulm;Ulm;Ulm;;;;;;;;;
ULM_presidential_dictatorship;Ulm;Ulm;Ulm;Ulm;Ulm;;;;;;;;;
ULM_democracy;Ulm;Ulm;Ulm;Ulm;Ulm;;;;;;;;;
ULM_proletarian_dictatorship;Ulm;Ulm;Ulm;Ulm;Ulm;;;;;;;;;
TRR;Trier;Trier;Trier;Trier;Trier;;;;;;;;;
TRR_ADJ;Trieran;;;;;;;;;;;;;
TRR_absolute_monarchy;Trier;Trier;Trier;Trier;Trier;;;;;;;;;
TRR_prussian_constitutionalism;Trier;Trier;Trier;Trier;Trier;;;;;;;;;
TRR_hms_government;Trier;Trier;Trier;Trier;Trier;;;;;;;;;
TRR_presidential_dictatorship;Trier;Trier;Trier;Trier;Trier;;;;;;;;;
TRR_democracy;Trier;Trier;Trier;Trier;Trier;;;;;;;;;
TRR_proletarian_dictatorship;Trier;Trier;Trier;Trier;Trier;;;;;;;;;
MUN;Munster;Munster;Munster;Munster;Munster;;;;;;;;;
MUN_ADJ;Munsterian;;;;;;;;;;;;;
MUN_absolute_monarchy;Munster;Munster;Munster;Munster;Munster;;;;;;;;;
MUN_prussian_constitutionalism;Munster;Munster;Munster;Munster;Munster;;;;;;;;;
MUN_hms_government;Munster;Munster;Munster;Munster;Munster;;;;;;;;;
MUN_presidential_dictatorship;Munster;Munster;Munster;Munster;Munster;;;;;;;;;
MUN_democracy;Munster;Munster;Munster;Munster;Munster;;;;;;;;;
MUN_theocracy;Prince-Bishopric of Munster;Munster;Munster;Munster;Munster;;;;;;;;;
MUN_proletarian_dictatorship;Munster;Munster;Munster;Munster;Munster;;;;;;;;;
ANS_conservative;Conservative Faction;Conservative Faction;Conservative Faction;Conservative Faction;Conservative Faction;;;;;;;;;
ANS_reactionary;Ractionary Faction;Ractionary Faction;Ractionary Faction;Ractionary Faction;Ractionary Faction;;;;;;;;;
ANS_liberal;Liberal Faction;Liberal Faction;Liberal Faction;Liberal Faction;Liberal Faction;;;;;;;;;
PAL;The Palatinate;The Palatinate;The Palatinate;The Palatinate;The Palatinate;;;;;;;;;
PAL_ADJ;Palatinate;;;;;;;;;;;;;
PAL_absolute_monarchy;The Palatinate;The Palatinate;The Palatinate;The Palatinate;The Palatinate;;;;;;;;;
PAL_prussian_constitutionalism;The Palatinate;The Palatinate;The Palatinate;The Palatinate;The Palatinate;;;;;;;;;
PAL_hms_government;The Palatinate;The Palatinate;The Palatinate;The Palatinate;The Palatinate;;;;;;;;;
PAL_presidential_dictatorship;The Palatinate;The Palatinate;The Palatinate;The Palatinate;The Palatinate;;;;;;;;;
PAL_democracy;The Palatinate;The Palatinate;The Palatinate;The Palatinate;The Palatinate;;;;;;;;;
PAL_proletarian_dictatorship;The Palatinate;The Palatinate;The Palatinate;The Palatinate;The Palatinate;;;;;;;;;
ACH;Aachen;Aachen;Aachen;Aachen;Aachen;;;;;;;;;
ACH_ADJ;Aachean;;;;;;;;;;;;;
ACH_absolute_monarchy;Aachen;Achen;Achen;Achen;Achen;;;;;;;;;
ACH_prussian_constitutionalism;Aachen;Achen;Achen;Achen;Achen;;;;;;;;;
ACH_hms_government;Aachen;Achen;Achen;Achen;Achen;;;;;;;;;
ACH_presidential_dictatorship;City of Aachen;Achen;Achen;Achen;Achen;;;;;;;;;
ACH_democracy;Free City of Aachen;Achen;Achen;Achen;Achen;;;;;;;;;
ACH_proletarian_dictatorship;City of Achen;Achen;Achen;Achen;Achen;;;;;;;;;
LOM;Milan;Milan;Milan;Milan;Milan;;;;;;;;;
LOM_absolute_monarchy;The Duchy of Milan;The Duchy of Milan;The Duchy of Milan;The Duchy of Milan;The Duchy of Milan;;;;;;;;;
LOM_prussian_constitutionalism;The Duchy of Milan;The Duchy of Milan;The Duchy of Milan;The Duchy of Milan;The Duchy of Milan;;;;;;;;;
LOM_hms_government;The Duchy of Milan;The Duchy of Milan;The Duchy of Milan;The Duchy of Milan;The Duchy of Milan;;;;;;;;;
LOM_presidential_dictatorship;Milan;Milan;Milan;Milan;Milan;;;;;;;;;
LOM_democracy;Milan;Milan;Milan;Milan;Milan;;;;;;;;;
LOM_proletarian_dictatorship;Milan;Milan;Milan;Milan;Milan;;;;;;;;;
RUS_tsardom;Tsardom Of Russia;Tsardom Of Russia;Tsardom Of Russia;Tsardom Of Russia;Tsardom Of Russia;;;;;;;;;
MLT_absolute_monarchy;Knights Joanits;;;;;;;;;;;;;
MLT_prussian_constitutionalism;Knights Joanits;;;;;;;;;;;;;
KUR;Courland;Courland;Courland;Courland;Courland;;;;;;;;;
KUR_ADJ;Kourlandish;;;;;;;;;;;;;
KUR_absolute_monarchy;Courland;Courland;Courland;Courland;Courland;;;;;;;;;
KUR_prussian_constitutionalism;Courland;Courland;Courland;Courland;Courland;;;;;;;;;
KUR_hms_government;Courland;Courland;Courland;Courland;Courland;;;;;;;;;
KUR_presidential_dictatorship;Courland;Courland;Courland;Courland;Courland;;;;;;;;;
KUR_proletarian_dictatorship;Courland;Courland;Courland;Courland;Courland;;;;;;;;;
KUR_democracy;Courland;Courland;Courland;Courland;Courland;;;;;;;;;
DPR;Ducal Prussia;Ducal Prussia;Ducal Prussia;Ducal Prussia;Ducal Prussia;;;;;;;;;
DPR_ADJ;East Prussian;;;;;;;;;;;;;
DPR_absolute_monarchy;Ducal Prussia;Ducal Prussia;Ducal Prussia;Ducal Prussia;Ducal Prussia;;;;;;;;;
DPR_prussian_constitutionalism;Ducal Prussia;Ducal Prussia;Ducal Prussia;Ducal Prussia;Ducal Prussia;;;;;;;;;
DPR_hms_government;Ducal Prussia;Ducal Prussia;Ducal Prussia;Ducal Prussia;Ducal Prussia;;;;;;;;;
DPR_presidential_dictatorship;Ducal Prussia;Ducal Prussia;Ducal Prussia;Ducal Prussia;Ducal Prussia;;;;;;;;;
DPR_proletarian_dictatorship;East Prussia;East Prussia;East Prussia;East Prussia;East Prussia;;;;;;;;;
DPR_democracy;East Prussia;East Prussia;East Prussia;East Prussia;East Prussia;;;;;;;;;
DPR_theocracy;Teutonic Order;Teutonic Order;Teutonic Order;Teutonic Order;Teutonic Order;;;;;;;;;
DNN;Denmark-Norway;Denmark-Norway;Denmark-Norway;Denmark-Norway;Denmark-Norway;;;;;;;;;
DNN_ADJ;Danish-Norwegian;;;;;;;;;;;;;
DNN_absolute_monarchy;Denmark-Norway;Denmark-Norway;Denmark-Norway;Denmark-Norway;Denmark-Norway;;;;;;;;;
DNN_prussian_constitutionalism;Denmark-Norway;Denmark-Norway;Denmark-Norway;Denmark-Norway;Denmark-Norway;;;;;;;;;
DNN_hms_government;Denmark-Norway;Denmark-Norway;Denmark-Norway;Denmark-Norway;Denmark-Norway;;;;;;;;;
DNN_presidential_dictatorship;Denmark-Norway;Denmark-Norway;Denmark-Norway;Denmark-Norway;Denmark-Norway;;;;;;;;;
DNN_proletarian_dictatorship;Denmark-Norway;Denmark-Norway;Denmark-Norway;Denmark-Norway;Denmark-Norway;;;;;;;;;
DNN_democracy;Denmark-Norway;Denmark-Norway;Denmark-Norway;Denmark-Norway;Denmark-Norway;;;;;;;;;
IQS;Iroquois Confederacy;Iroquois Confederacy;Iroquois Confederacy;Iroquois Confederacy;Iroquois Confederacy;;;;;;;;;
IQS_ADJ;Iroquois;;;;;;;;;;;;;
IQS_absolute_monarchy;Iroquois;Iroquois;Iroquois;Iroquois;Iroquois;;;;;;;;;
IQS_prussian_constitutionalism;Iroquois;Iroquois;Iroquois;Iroquois;Iroquois;;;;;;;;;
IQS_hms_government;Iroquois;Iroquois;Iroquois;Iroquois;Iroquois;;;;;;;;;
IQS_presidential_dictatorship;Iroquois;Iroquois;Iroquois;Iroquois;Iroquois;;;;;;;;;
IQS_proletarian_dictatorship;Iroquois;Iroquois;Iroquois;Iroquois;Iroquois;;;;;;;;;
IQS_democracy;Iroquois;Iroquois;Iroquois;Iroquois;Iroquois;;;;;;;;;
LNP;Lenape;Lenape;Lenape;Lenape;Lenape;;;;;;;;;
LNP_ADJ;Lenape;;;;;;;;;;;;;
LNP_absolute_monarchy;Lenape;Lenape;Lenape;Lenape;Lenape;;;;;;;;;
LNP_prussian_constitutionalism;Lenape;Lenape;Lenape;Lenape;Lenape;;;;;;;;;
LNP_hms_government;Lenape;Lenape;Lenape;Lenape;Lenape;;;;;;;;;
LNP_presidential_dictatorship;Lenape;Lenape;Lenape;Lenape;Lenape;;;;;;;;;
LNP_proletarian_dictatorship;Lenape;Lenape;Lenape;Lenape;Lenape;;;;;;;;;
LNP_democracy;Lenape;Lenape;Lenape;Lenape;Lenape;;;;;;;;;
CRK;Creek;Creek;Creek;Creek;Creek;;;;;;;;;
CRK_ADJ;Creek;;;;;;;;;;;;;
CRK_absolute_monarchy;Creek;Creek;Creek;Creek;Creek;;;;;;;;;
CRK_prussian_constitutionalism;Creek;Creek;Creek;Creek;Creek;;;;;;;;;
CRK_hms_government;Creek;Creek;Creek;Creek;Creek;;;;;;;;;
CRK_presidential_dictatorship;Creek;Creek;Creek;Creek;Creek;;;;;;;;;
CRK_proletarian_dictatorship;Creek;Creek;Creek;Creek;Creek;;;;;;;;;
CRK_democracy;Creek;Creek;Creek;Creek;Creek;;;;;;;;;
CHS;Chickasaw;Chickasaw;Chickasaw;Chickasaw;Chickasaw;;;;;;;;;
CHS_ADJ;Chickasaw;;;;;;;;;;;;;
CHS_absolute_monarchy;Chickasaw;Chickasaw;Chickasaw;Chickasaw;Chickasaw;;;;;;;;;
CHS_prussian_constitutionalism;Chickasaw;Chickasaw;Chickasaw;Chickasaw;Chickasaw;;;;;;;;;
CHS_hms_government;Chickasaw;Chickasaw;Chickasaw;Chickasaw;Chickasaw;;;;;;;;;
CHS_presidential_dictatorship;Chickasaw;Chickasaw;Chickasaw;Chickasaw;Chickasaw;;;;;;;;;
CHS_proletarian_dictatorship;Chickasaw;Chickasaw;Chickasaw;Chickasaw;Chickasaw;;;;;;;;;
CHS_democracy;Chickasaw;Chickasaw;Chickasaw;Chickasaw;Chickasaw;;;;;;;;;
CHT;Choctaw;Choctaw;Choctaw;Choctaw;Choctaw;;;;;;;;;
CHT_ADJ;Choctaw;;;;;;;;;;;;;
CHT_absolute_monarchy;Choctaw;Choctaw;Choctaw;Choctaw;Choctaw;;;;;;;;;
CHT_prussian_constitutionalism;Choctaw;Choctaw;Choctaw;Choctaw;Choctaw;;;;;;;;;
CHT_hms_government;Choctaw;Choctaw;Choctaw;Choctaw;Choctaw;;;;;;;;;
CHT_presidential_dictatorship;Choctaw;Choctaw;Choctaw;Choctaw;Choctaw;;;;;;;;;
CHT_proletarian_dictatorship;Choctaw;Choctaw;Choctaw;Choctaw;Choctaw;;;;;;;;;
CHT_democracy;Choctaw;Choctaw;Choctaw;Choctaw;Choctaw;;;;;;;;;
SUX;Oceti Sakowin;Sioux;Sioux;Sioux;Sioux;;;;;;;;;
SUX_ADJ;Sioux;;;;;;;;;;;;;
SUX_absolute_monarchy;Sioux;Sioux;Sioux;Sioux;Sioux;;;;;;;;;
SUX_prussian_constitutionalism;Sioux;Sioux;Sioux;Sioux;Sioux;;;;;;;;;
SUX_hms_government;Sioux;Sioux;Sioux;Sioux;Sioux;;;;;;;;;
SUX_presidential_dictatorship;Sioux;Sioux;Sioux;Sioux;Sioux;;;;;;;;;
SUX_proletarian_dictatorship;Sioux;Sioux;Sioux;Sioux;Sioux;;;;;;;;;
SUX_democracy;Sioux;Sioux;Sioux;Sioux;Sioux;;;;;;;;;
NAP;Naples;Naples;Naples;Naples;Naples;;;;;;;;;
NAP_ADJ;Neaplitan;;;;;;;;;;;;;
NAP_absolute_monarchy;Kingdom of Naples;Kingdom of Naples;Kingdom of Naples;Kingdom of Naples;Kingdom of Naples;;;;;;;;;
NAP_prussian_constitutionalism;Kingdom of Naples;Kingdom of Naples;Kingdom of Naples;Kingdom of Naples;Kingdom of Naples;;;;;;;;;
NAP_hms_government;Kingdom of Kingdom of Naples;Kingdom of Naples;Kingdom of Naples;Kingdom of Naples;Kingdom of Naples;;;;;;;;;
NAP_presidential_dictatorship;Naples;Naples;Naples;Naples;Naples;;;;;;;;;
NAP_proletarian_dictatorship;Parthenopean Republic;Parthenopean Republic;Parthenopean Republic;Parthenopean Republic;Parthenopean Republic;;;;;;;;;
NAP_democracy;Naples;Naples;Naples;Naples;Naples;;;;;;;;;
FRH_ADJ;Rhine;;;;;;;;;;;;;
FRH_absolute_monarchy;Duchy of Rhenanie;Duchy of Rhenanie;Duchy of Rhenanie;Duchy of Rhenanie;Duchy of Rhenanie;;;;;;;;;
FRH_prussian_constitutionalism;Duchy of Rhenanie;Duchy of Rhenanie;Duchy of Rhenanie;Duchy of Rhenanie;Duchy of Rhenanie;;;;;;;;;
FRH_hms_government;Duchy of Duchy of Rhenanie;Duchy of Rhenanie;Duchy of Rhenanie;Duchy of Rhenanie;Duchy of Rhenanie;;;;;;;;;
FRH_presidential_dictatorship;Rhenanie;Rhenanie;Rhenanie;Rhenanie;Rhenanie;;;;;;;;;
FRH_proletarian_dictatorship;Rhenanie;Rhenanie;Rhenanie;Rhenanie;Rhenanie;;;;;;;;;
FRH_democracy;Rhenanie;Rhenanie;Rhenanie;Rhenanie;Rhenanie;;;;;;;;;
CIS_ADJ;Cisalpinie;;;;;;;;;;;;;
CIS_absolute_monarchy;Kingdom Of Cisalpinie;Kingdom Of Cisalpinie;Kingdom Of Cisalpinie;Kingdom Of Cisalpinie;Kingdom Of Cisalpinie;;;;;;;;;
CIS_prussian_constitutionalism;Cisalpinie Confederation;Cisalpinie Confederation;Cisalpinie Confederation;Cisalpinie Confederation;Cisalpinie Confederation;;;;;;;;;
CIS_hms_government;Cisalpinie Confederation;Cisalpinie Confederation;Cisalpinie Confederation;Cisalpinie Confederation;Cisalpinie Confederation;;;;;;;;;
CIS_presidential_dictatorship;Cisalpinie Confederation;Cisalpinie Confederation;Cisalpinie Confederation;Cisalpinie Confederation;Cisalpinie Confederation;;;;;;;;;
CIS_proletarian_dictatorship;Cisalpinie Confederation;Cisalpinie Confederation;Cisalpinie Confederation;Cisalpinie Confederation;Cisalpinie Confederation;;;;;;;;;
CIS_democracy;Cisalpinie Confederation;Cisalpinie Confederation;Cisalpinie Confederation;Cisalpinie Confederation;Cisalpinie Confederation;;;;;;;;;
NNN_ADJ;Holy Roman;;;;;;;;;;;;;
NNN_absolute_monarchy;Holy Roman Empire;Holy Roman Empire;Holy Roman Empire;Holy Roman Empire;Holy Roman Empire;;;;;;;;;
NNN_prussian_constitutionalism;Holy Roman Empire;Holy Roman Empire;Holy Roman Empire;Holy Roman Empire;Holy Roman Empire;;;;;;;;;
NNN_hms_government;Holy Roman Empire;Holy Roman Empire;Holy Roman Empire;Holy Roman Empire;Holy Roman Empire;;;;;;;;;
NNN_presidential_dictatorship;Holy Roman Republic;Holy Roman Republic;Holy Roman Republic;Holy Roman Republic;Holy Roman Republic;;;;;;;;;
NNN_proletarian_dictatorship;Holy Roman Republic;Holy Roman Republic;Holy Roman Republic;Holy Roman Republic;Holy Roman Republic;;;;;;;;;
NNN_democracy;Holy Roman Republic;Holy Roman Republic;Holy Roman Republic;Holy Roman Republic;Holy Roman Republic;;;;;;;;;
BRN;Brandenburg;;;;;;;;;;;;;
BRN_ADJ;Brandenburgian;;;;;;;;;;;;;
BRN_absolute_monarchy;Brandenburg;Brandenburg;Brandenburg;Brandenburg;Brandenburg;;;;;;;;;
BRN_prussian_constitutionalism;Brandenburg;Brandenburg;Brandenburg;Brandenburg;Brandenburg;;;;;;;;;
BRN_hms_government;Brandenburg;Brandenburg;Brandenburg;Brandenburg;Brandenburg;;;;;;;;;
BRN_presidential_dictatorship;Brandenburg;Brandenburg;Brandenburg;Brandenburg;Brandenburg;;;;;;;;;
BRN_proletarian_dictatorship;Brandenburg;Brandenburg;Brandenburg;Brandenburg;Brandenburg;;;;;;;;;
BRN_democracy;Brandenburg;Brandenburg;Brandenburg;Brandenburg;Brandenburg;;;;;;;;;
ISR_ADJ;Holy;;;;;;;;;;;;;
ISR_absolute_monarchy;Kingdom of Jerusalem;Kingdom of Jerusalem;Kingdom of Jerusalem;Kingdom of Jerusalem;Kingdom of Jerusalem;;;;;;;;;
ISR_prussian_constitutionalism;Kingdom of Jerusalem;Kingdom of Jerusalem;Kingdom of Jerusalem;Kingdom of Jerusalem;Kingdom of Jerusalem;;;;;;;;;
ISR_hms_government;Kingdom of Jerusalem;Kingdom of Jerusalem;Kingdom of Jerusalem;Kingdom of Jerusalem;Kingdom of Jerusalem;;;;;;;;;
ISR_presidential_dictatorship;Jerusalem;Jerusalem;Jerusalem;Jerusalem;Jerusalem;;;;;;;;;
ISR_proletarian_dictatorship;Jerusalem;Jerusalem;Jerusalem;Jerusalem;Jerusalem;;;;;;;;;
ISR_democracy;Jerusalem;Jerusalem;Jerusalem;Jerusalem;Jerusalem;;;;;;;;;
ALA;Al-Andalus;;;;;;;;;;;;;
ALA_ADJ;Andalusian;;;;;;;;;;;;;
ARN;Aragon;Aragon;Aragon;Aragonia;AragÛn;Aragona;Aragon;Aragon;Aragon;Aragon;Arag„o;¿‡„ÓÌ;Aragon;
ARN_ADJ;Aragonese;Aragonais;Aragonisch;Aragonii;Aragonesa;Aragonese;AragÛniaiak;Aragonian;AragÛniaiak;Aragonian;AragonÍs;¿‡„ÓÌÒÍ.;Aragonian;
LTN;The Latin Empire;L'Empire Latin;Das Lateinische Reich;Imperium £aciÒskie;El Imperio Latino;L'Impero Latino;A Latin Birodalom;Latinsk· rÌöe;A Latin Birodalom;Het Latijnse Rijk;O ImpÈrio Latino;À‡ÚËÌÒÍ‡ˇ »ÏÔÂËˇ;Latinalaisen Imperiumin;
LTN_ADJ;Latin;Latin;Lateinisch;£acina;LatÌn;Latina;Latin;Latinsk˝;Latin;Latijns;Latim;À‡ÚËÌÒÍ.;Latina;
LTN_democracy;The Latin Republic;La RÈpublique Latine;Die Lateinische Republik;Republika £aciÒska;La Rep˙blica Latina;La Repubblica Latina;A Latin Kˆzt·rsas·g;Latinsk· Republika;A Latin Kˆzt·rsas·g;De Latijnse Republiek;A Rep˙blica Latina;À‡ÚËÌÒÍ‡ˇ –ÂÒÔÛ·ÎËÍ‡;Latvian Tasavalta;
LTN_proletarian_dictatorship;The Union of Rhomania;L'Union de Rhomanie;Die Union von Rhomanien;Zwiπzek Rhomania;La UniÛn de Rhomania;L'Unione della Rhomania;Az Rhomania UniÛja;Unie Rhomania;Az Rhomania UniÛja;De Unie van Rhomania;A Uni„o da Romania;—Ó˛Á –ÓÏ‡Ì‡;Rhomanian Unioni;
NET_merchant_republic;United Provinces;United Provinces;United Provinces;United Provinces;United Provinces;;;;;;;;;
NET_proletarian_dictatorship;Batavian Republic;Batavian Republic;Batavian Republic;Batavian Republic;Batavian Republic;;;;;;;;;
GOD_ADJ;Holy;Holy;Holy;;;;;;;;;;;
GOD;Kingdom of God;Kingdom of God;Kingdom of God;;;;;;;;;;;
GOD_proletarian_dictatorship;Kingdom of God;Kingdom of God;Kingdom of God;;;;;;;;;;;
GOD_presidential_dictatorship;Kingdom of God;Kingdom of God;Kingdom of God;;;;;;;;;;;
GOD_bourgeois_dictatorship;Kingdom of God;Kingdom of God;Kingdom of God;;;;;;;;;;;
GOD_fascist_dictatorship;Kingdom of God;Kingdom of God;Kingdom of God;;;;;;;;;;;
GOD_absolute_monarchy;Kingdom of God;Kingdom of God;Kingdom of God;;;;;;;;;;;
GOD_prussian_constitutionalism;Kingdom of God;Kingdom of God;Kingdom of God;;;;;;;;;;;
GOD_hms_government;Kingdom of God;Kingdom of God;Kingdom of God;;;;;;;;;;;
BEL_proletarian_dictatorship;United Belgian States;United Belgian States;United Belgian States;United Belgian States;United Belgian States;;;;;;;;;
GOD_democracy;Kingdom of God;Kingdom of God;Kingdom of God;;;;;;;;;;;
ABB;Wabanaki Confederacy;;;;;;;;;;;;;
ABB_ADJ;Wabanaki;;;;;;;;;;;;;
CDD;Caddo;;;;;;;;;;;;;
CDD_ADJ;Caddo;;;;;;;;;;;;;
FOX;Meskwaki;;;;;;;;;;;;;
